Unnamed: 0.1,x,y,color
1087,230.37816242869647,141.27040594499005,2
464,281.26431805783244,127.4195648934264,0
1237,157.53056648222952,158.89025235521927,3
68,107.35405726001136,175.95825976321908,0
1151,148.11864054226945,161.8091484654421,3
377,248.7746579568497,38.54228597020909,0
168,84.61791721669938,92.92049451148358,0
5,150.15942676472315,204.9133903095133,0
1174,145.500391244503,147.4057851783843,3
371,246.40106763583347,43.354862711828105,0
1033,223.22893029891617,160.01772772018478,2
325,198.58000001044056,23.48626723883831,0
1064,223.140569746713,145.42273330271968,2
1159,141.6597701031347,152.991808740777,3
288,158.79132952614563,28.93048261992749,0
149,84.82443855898427,105.5695208584636,0
1252,166.5073789033792,162.67971675433512,3
590,219.5676482673529,203.00778838804283,0
170,92.59295383933612,83.24325405044232,0
152,89.1602090682227,98.6177263882081,0
691,161.37089695013844,219.7580306599719,0
90,99.68473499388271,160.38458536552338,0
294,160.76656963544858,19.16335448070754,0
111,88.24512929310345,146.7474196371897,0
1144,145.869363293195,166.28107403948252,3
1166,149.19424470259483,153.83978901293852,3
175,86.84768343092837,88.1571475563452,0
309,176.82830305687875,27.72590165843428,0
145,85.11358111758861,109.65243767554392,0
320,187.65111168339456,19.748069929030407,0
300,172.65462730320135,18.199931499941897,0
266,137.85123456063363,30.314004396316648,0
172,85.24357999362701,87.66163360934502,0
6,156.1747343065779,203.4767967206004,0
795,179.91907993327533,68.95695057476019,1
960,197.6777148133956,75.28152225260226,1
395,261.63631055722874,54.39125877370958,0
1137,151.42925398511483,165.14505731591908,3
209,110.81104369045262,51.68019112614411,0
523,267.86785133999825,178.00659991290718,0
77,102.89966637576256,179.84592162431818,0
64,109.60501811972556,177.3186034690748,0
1198,159.5561712163328,137.00913906575423,3
393,264.9839293898875,53.495380918276624,0
99,100.79719894945237,158.852177278954,0
811,188.644934177597,77.36309858718681,1
418,286.26578746078013,78.51899718014482,0
753,152.71522750482606,75.30784423055871,1
559,240.5455696847244,200.2021295674741,0
222,109.51688349339229,50.44679128021522,0
652,159.2685281449021,205.8895996393149,0
0,156.7822354598796,206.5247400797008,0
935,218.3204068412279,80.2232716665427,1
1169,152.16694217099118,141.46385485033488,3
84,101.28886633039411,167.7529819098915,0
1015,144.97340762696192,76.78281669862719,1
108,97.1328471696892,151.61526830598922,0
113,94.76056026683705,143.95860425674925,0
1186,149.30039010340764,144.859787005054,3
208,101.3701829681834,56.95954840903983,0
18,147.89339712718848,203.29057394119403,0
20,146.04352462448728,206.77962837999627,0
512,272.7858037685588,166.93596401042623,0
433,281.8761978711069,100.5869267128436,0
662,142.790073912125,209.2160066251651,0
261,133.41142448719913,30.07944161321768,0
283,157.5900137559615,31.861914246371384,0
63,102.90792950440066,189.1498743198502,0
304,181.1825484396421,27.38155071272479,0
360,229.429197706494,28.454400614962992,0
1054,214.26084601614664,153.0112564661814,2
1177,141.2528824098614,142.5860581886392,3
16,136.69798920642185,197.66304299551257,0
101,99.90961080292804,151.84392720455423,0
1069,213.13187231410697,143.76174948175537,2
1062,216.95972528200952,145.51555500113312,2
591,212.0696373448075,206.564289329627,0
774,166.61061491819115,80.18367780698532,1
722,143.38575012599284,93.41944583952392,1
1100,225.8437441261298,136.0784553990011,2
930,230.12074666780683,83.86242502628278,1
608,196.0096881746343,213.15766934417252,0
1189,148.0637300768065,131.95886508191495,3
7,144.0676952830189,201.84693802028107,0
819,188.98654726178367,73.76842957079799,1
61,108.94834935097003,176.7489877171318,0
1127,225.25082717733287,155.13595068737237,2
1003,164.58318814320268,72.71462210054239,1
