x,y,color
431.0649433757218,210.0212790474202,1
330.5480005421007,287.09809863437664,2
402.5803480147652,137.726709327064,1
234.16322515879108,259.80856780287064,0
369.22661838800417,105.37423334493924,0
278.9465571354155,225.73345645190568,0
349.95423534376545,154.0323849374346,0
332.7474944020464,159.81970219812254,0
470.3478467479511,262.6383807353291,1
315.1424603756107,210.44565541190516,0
299.8807445437625,183.08780610623333,0
316.55572822085264,184.8932672901398,0
387.67728160784753,156.50018899193117,1
335.7633928607736,174.3275068239171,0
414.6690406119499,264.15235033110866,2
280.8330071712088,224.0045743064776,0
320.379290483077,196.11290428276016,0
386.3688494944775,287.8123071522932,2
333.8501560849775,191.6389505894768,0
440.57858955142086,213.322216084078,1
307.9125442068175,209.0607881299116,0
288.5370723259191,215.23845099896695,0
413.0322240356894,290.57474337005635,2
318.0134420425882,192.7451256653337,0
316.2249591750835,143.03081298770402,0
337.22640404212336,190.50216238003912,0
432.9819636020375,274.9651377382716,2
429.2160083491207,292.0854876396296,2
371.7654976217692,292.5405868040629,2
317.8125506741859,283.76019138709574,2
316.7376104101492,167.18193774832292,0
455.70891718503856,219.09141876567108,1
424.1741685028089,184.021251007086,1
332.18801444092725,185.48986311281217,0
343.5832214327972,288.1807607462925,2
332.2264462060599,186.2174748754761,0
269.6307116829454,243.6641969993929,0
317.1077740927081,178.50857909468365,0
318.2533087892832,262.31943814601306,2
436.7014027324044,288.8804396853774,2
413.8758706103495,174.946166537838,1
240.95501235789692,255.2923131189149,0
424.8154547870628,205.68544417458472,1
312.0297056360415,190.8749190661005,0
315.1182915368243,202.3783375974144,0
257.3384912494799,248.36173353743607,0
404.7330017746403,278.7216331755815,2
324.036148176244,256.7310185255113,2
355.82424859601883,140.33021790343722,0
418.3088449324349,281.70150852189136,2
308.81597341431313,190.0720986913589,0
324.9070311221022,161.8161328769119,0
398.03762043209537,281.1896529390264,2
312.9878030882216,166.5497451226347,0
427.7729997073181,272.28940464230203,2
327.85688707118885,143.7633180491468,0
451.9349196138184,229.0636923594872,1
405.0188576994957,170.24438129766375,1
383.2892685432018,279.2893102381456,2
445.9266809984141,282.7884871679468,2
335.32451085044465,176.2485880938259,0
386.04056391532094,154.66380961846176,1
306.65957704721575,217.2664458773632,0
463.8837405158782,238.4271255415899,1
425.2743796079691,290.60556790518064,2
358.2833353408549,157.66107447977777,0
446.6494556678576,239.9179510418492,1
345.5828247005424,147.79585122993146,0
396.861320842937,145.15871543457868,1
415.11000452746737,272.5145375992508,2
286.9293000440507,206.91719298476093,0
453.45389412470166,238.4616714992058,1
255.3820199248071,223.49043090912588,0
299.4176600171493,205.41239652786592,0
333.7634915134352,296.1542078782245,2
287.76327759724586,206.8181703920773,0
325.74821561568075,189.7015738895735,0
309.5097205015434,219.54304340718815,0
295.0241162672258,231.56815037147288,0
389.79763102715225,147.37528483802575,1
390.3249846203757,280.5051520349279,2
307.03451964332817,197.67738873241208,0
424.931576961315,193.90603198303515,1
304.8847297140795,204.21767314153732,0
390.2922624713729,290.7020818980505,2
385.5261116686956,280.67203503833395,2
308.2627301863504,216.29127181772404,0
330.83402280969483,160.0259558297924,0
252.1030452541212,254.668382734544,0
289.3868723420318,240.7185036792557,0
416.1865312312189,275.9434379293533,2
426.6522516860886,184.15998939251045,1
265.49487688548726,246.29431454114405,0
244.3759909548252,261.2668927486511,0
405.1360547242236,157.2348561007974,1
400.241784822652,164.64561814579525,1
334.4559724934719,291.3337826429123,2
353.48141231334256,116.5787917293779,0
446.5411330512748,212.32783912762292,1
339.1107305605866,155.17215622910106,0
327.7266133996477,202.70026595429565,0
287.00721772272107,226.1811799739808,0
290.97547264238347,210.8969015397052,0
440.5834850616454,278.68865964621824,2
442.0827538933405,278.7457376172393,2
377.76533139618095,272.2132746651778,2
466.02762272531135,248.1049848019164,1
268.9740571713059,227.20323882430696,0
314.3712275408801,214.67627833292275,0
392.5834287824463,284.4512567047903,2
409.1775193663602,174.53868793676932,1
478.5339245004568,272.05866037810256,1
443.8303584287844,208.9863326328264,1
416.4371893867215,286.13994240030024,2
415.0482715800701,290.07802418924354,2
