x,y,color
591.1418154022658,339.509604859569,1
152.0,337.0,0
306.38322482349247,304.3626559472503,2
532.3846130102909,279.30523858646274,1
231.7862106462449,216.3407883146603,2
401.72129816758667,349.8582636030931,2
82.53235366596678,73.3813725442043,2
257.2039008688129,458.7361839967116,0
93.19610031112774,268.75356089431546,0
269.5147301232552,261.7177308533836,2
260.4531200802776,434.7868826433712,0
318.7189144892874,267.28963250650395,2
61.3664876335598,222.50460363710448,0
238.977300322374,197.764422109528,2
213.2250954292845,199.9820066541372,2
324.7956817572841,287.1659025297643,2
175.93258955317197,153.9039999510684,2
594.5417653415865,321.849636807689,1
183.1947612524272,366.11225168785097,0
605.2792740215159,325.0036575273708,1
423.9530478359316,184.20503353334885,1
403.3569902805585,159.25924153106115,1
199.78576322664952,370.2487178339769,0
152.03242043413212,128.46227923787208,2
249.64124039791523,449.5363474760432,0
339.14437095698474,285.338998283265,2
489.562536246137,247.4668605645828,1
179.76259699338746,385.0814007713834,0
150.80024700167843,109.21491502164562,2
559.0547259704178,318.9492100803317,1
154.623762963746,110.2928910708986,2
55.8150082333456,228.31207688243865,0
116.42379037096444,273.9881322664041,0
416.2417012512381,391.5292043255282,2
126.02326423642006,276.2873905578168,0
280.76982974659927,450.97492913498746,0
109.10719751616315,98.64539016652924,2
295.32604904896857,259.8743412948954,2
257.3592110748515,224.96815209204584,2
657.195569356132,401.8880841322425,1
564.0302646120268,303.5375328759884,1
454.5730749133329,209.4909718846501,1
124.13583470156726,284.5721021575942,0
131.2325557850059,102.06586342736011,2
449.1475742566326,238.39974347353632,1
546.9506233695308,305.5410578006104,1
674.5622804214988,405.3162054090389,1
396.3873261155688,312.3588917954875,2
207.2152548534826,382.0652874708723,0
164.45746350167082,345.77590689695853,0
208.81532439928569,385.0918939960735,0
390.8728124839073,359.60056202436704,2
188.0686021800069,413.88057895624456,0
174.04156998098276,376.5784708910646,0
150.91555889724873,311.0839847665249,0
245.8374086439312,235.7140222176364,2
327.0530337967896,277.6542071683891,2
247.7896674482084,209.1472527031289,2
591.3818200264234,330.93760380270595,1
93.78372890769128,269.4881014348818,0
211.0350326590172,355.0318883388357,0
247.4022026711917,260.5178455849101,2
234.06550510797084,183.1043040135725,2
310.87565520279986,291.11197811309984,2
187.30896095180503,330.84135556320126,0
140.2166270717556,322.5803281557625,0
462.7668516403402,217.84571633350825,1
385.9050463346728,164.18701193054463,1
440.1146072391927,216.80418053724185,1
101.66633516187972,101.33618021042304,2
116.32518227058137,95.31016503692535,2
217.6886206383712,151.7413813919398,2
180.0,404.0,0
136.72741561912892,111.92938287367552,2
507.5077295670073,262.78111141016,1
276.45656969261995,170.5686298509017,2
450.9910570233888,195.1884411706102,1
571.6100500515133,304.3015368188296,1
596.9596409995263,310.91969141840656,1
103.20139467690024,284.2967441399072,0
159.89225083354086,132.04025566300743,2
122.0331124265192,117.1522805526382,2
206.8778799435276,393.88657756190827,0
514.8612868019218,241.33480795227365,1
606.47330511941,316.7289346528252,1
317.7759249808854,320.8827846424326,2
519.6019408305536,299.8180717382192,1
305.1530445053653,455.5677441475564,0
345.7686270680583,281.96903298868966,2
540.4804394170998,286.8716554668104,1
405.1823509573123,357.441506051397,2
549.8422082374052,288.17017721393665,1
469.8388639462753,236.9311229660878,1
339.999546337662,266.20722327354383,2
456.70121389498746,394.86080555639046,2
515.6945320498611,275.348624742514,1
93.14681909699692,102.54744886454375,2
605.0082107043852,352.2205674790023,1
269.21590470656304,220.39015056022643,2
510.1158997853228,238.0999655029046,1
375.3945918668725,372.05839153883136,2
86.71355848723896,65.30531611631073,2
233.2580063209369,207.4602079291291,2
142.63878626902755,323.6380889566595,0
378.2565313283508,147.6979210842341,1
157.09790071309928,124.8259010814246,2
601.4912167011629,362.79224185343,1
268.2709702682329,197.43976555758005,2
297.28070912996753,262.4852569961393,2
158.21368679838534,398.2986325158489,0
116.64175415660549,295.90557922690164,0
393.40620423836,166.4272477620247,1
210.97024492970664,347.87333368699785,0
357.1227918120554,332.1903006541004,2
115.8854996898395,233.08588863491423,0
104.63675998756771,292.4962336711555,0
458.21819985207486,222.61619305158928,1
517.6632831920209,274.8069848534377,1
449.68923614025545,220.7266566837144,1
295.997488918065,270.523398633471,2
638.7402686958667,364.5743613615341,1
119.32861355234829,282.4334564428748,0
260.17796763397683,232.8678681940676,2
182.0880779128157,358.86572834111894,0
117.8930455779104,274.82459771986686,0
96.19535286639665,277.38577309032934,0
302.973217410228,257.9768607949222,2
458.2040648911924,224.9767132056072,1
406.4944032729657,208.5923455404975,1
391.6512463071787,152.90913416565843,1
232.2708645844761,397.4792033750753,0
185.0932177061084,336.74201012750706,0
307.3679197501058,281.7459294833083,2
214.7310932400816,356.9359714220386,0
132.7359725998825,118.58495197227998,2
211.75229591619603,175.11462332921388,2
440.5752542324811,199.4143236834372,1
606.4284706092893,346.54537780864155,1
224.9248270702424,219.33025491557265,2
227.92078640879348,176.58547990356738,2
114.43750817307028,282.0181051942574,0
186.291733712756,191.23110978362087,2
238.7218148744076,433.5052597860191,0
368.7042903709196,300.6922708303949,2
171.71497902228242,354.3174784649565,0
362.751706865434,341.5587568946084,2
162.3503247320376,346.71874941726634,0
308.7160484923728,304.80731314764245,2
80.13430663101033,223.41811732902104,0
435.9308632886589,178.53824713780222,1
48.912740411647,240.0848293972964,0
438.39166346036535,195.26675372655484,1
98.0,347.0,0
229.54481708933795,414.4051511320425,0
481.1262170055944,215.14304752404075,1
271.4464066678111,417.4381939561441,0
393.5695839797699,166.29905549638215,1
303.8917064843072,262.3480262756822,2
218.21155192912525,416.0676884671347,0
72.06424697410517,65.18255540343051,2
146.27439768149955,125.85645471801053,2
82.90021132847681,61.2010781092164,2
76.19940798064292,281.7248489455324,0
203.04731912113127,376.10524379406206,0
615.7252804832575,326.57808827772976,1
224.9039502152414,219.62215421738227,2
419.359710642895,174.2052724241609,1
108.55795982490837,291.6552850368105,0
118.05396933315444,89.98336866375782,2
179.05377485158377,361.7547303211127,0
311.04768977632403,280.1887087028158,2
471.388460789395,177.3398686052871,1
228.82976123642447,215.89693158927764,2
665.8090021939213,369.529008312722,1
126.5622853762549,95.8640211773905,2
117.73582143096044,124.548650049372,2
104.34904535151958,237.5290698862347,0
461.41793596052617,225.0135454622304,1
56.444298680683154,242.4832518813741,0
203.5319516141728,380.1617484287933,0
154.27628520147826,144.00366653574858,2
240.83420669220027,409.4409845154731,0
154.55638633577226,109.67208199532917,2
470.4359227157853,233.55532409971164,1
365.5012044421466,104.31965104050902,1
296.8400586798981,282.3540113591128,2
179.1869336776322,151.89974594390333,2
74.96320359318537,259.5102087266776,0
622.4136268813489,347.3232457065393,1
206.3216029556709,176.90408189674844,2
608.4337013760537,314.56795520221374,1
157.89032941853256,338.6221037972128,0
241.25959503915743,400.4514719020093,0
518.1314355538327,268.9904125635227,1
227.7239163843176,233.50144994067915,2
159.05427690447965,119.53509758380687,2
577.7443073833899,299.66381800688225,1
405.45733435659565,363.2868277878826,2
315.2343654746542,260.078138051043,2
550.5355302294342,311.64674545667407,1
214.3908446331137,186.80725803137864,2
116.55136225119458,96.1144629175057,2
164.1445871174273,86.55713814030572,2
497.3925046232092,250.93037662327404,1
122.54397518873957,115.4966532658581,2
206.4397872096997,372.94430675370586,0
249.49794507940345,422.1526116697253,0
58.82308897003851,49.86526285344039,2
87.71959043107806,273.0124408499754,0
631.5668282090265,363.438378451633,1
164.5835431420672,174.34399599208527,2
574.0524571695265,328.00692332346136,1
172.04478085500526,149.8645826667555,2
567.0159402144914,315.16585404148657,1
205.30579108783704,410.4706735531556,0
336.7394302230417,299.54000337419006,2
667.3928729025,391.8590615196776,1
86.05108516667923,276.0511950527474,0
277.4217704177901,454.24102906171726,0
264.8128657971563,189.2143363711404,2
242.19405251717305,412.6643707407483,0
247.96981490302687,205.7536010282454,2
164.3549401156354,347.0969574791323,0
163.38553204592054,144.0278320499594,2
138.0,362.0,0
337.6921241482734,260.0640706613974,2
378.7771001584697,325.53948495694266,2
500.337528087883,279.11272662310483,1
228.27284086744112,382.884377059523,0
540.7589454068518,323.37953493687667,1
185.7461965611924,179.34380060882037,2
297.1903517503979,293.50152136542533,2
459.4623080398715,227.17041252157608,1
239.29725721523167,214.7400171361058,2
221.97865151636785,216.3374428474432,2
551.0540568967075,284.9248754885068,1
382.64621294361575,357.5522729081584,2
141.6577800965393,109.847665505881,2
574.7125220495094,289.9438889296975,1
361.7630968855347,132.0488084189708,1
377.5096234777694,123.32925488839685,1
223.8256499442448,210.40473923369703,2
541.9898198238019,263.7838923649451,1
172.36012527312167,165.87131486333476,2
187.66422390862573,403.1048795887474,0
226.30979190813463,379.9119777048013,0
283.8496982480626,448.2786665585501,0
368.3847801966601,355.9161591217876,2
317.09478230128207,289.2961249776676,2
197.1994904566872,156.6998523711387,2
359.84784582504886,318.1384534524703,2
347.4304384042375,362.4058881229005,2
121.79265497843669,311.97285819280347,0
542.204868668534,289.63718696364845,1
105.17817566473737,91.01577920232766,2
249.51856229191296,410.6072854674334,0
232.7015388740931,195.303092529854,2
104.94344419195409,305.81387368043465,0
372.7846873286999,352.54638286337973,2
266.8612127000308,217.00339849576187,2
114.63131459741572,80.81933269167271,2
182.42642873575457,145.43368660488065,2
273.47399085688465,437.7195536500446,0
111.073233966446,284.24745896156617,0
279.55143102501467,255.72989028335863,2
110.45740139302876,303.5936333814664,0
422.934162266,367.0370075714917,2
57.32857914060182,238.6947676945326,0
198.01938645979715,186.3296254474021,2
269.19612105071843,449.6326477526709,0
160.94086531249974,321.00528677215925,0
554.8234416480049,274.8435902777483,1
358.5076468934175,352.123981871233,2
559.797707745491,326.4435594157188,1
90.72299858096864,249.8508191793315,0
314.9287958545351,316.9614734385531,2
153.14592919025768,325.65180224664044,0
238.4478165092301,406.1728673790163,0
109.15717107979616,263.11301490362206,0
351.59321664864643,273.3936534106415,2
600.1179741477382,334.35057115840385,1
245.47505962213765,207.41602127310497,2
651.2987967541237,383.7457243051151,1
241.89752007870555,203.6073114090225,2
266.36866923136705,233.84629676676136,2
254.44537292508812,254.50207892084248,2
52.15958202495607,240.2956801625968,0
134.64347352147269,316.6673723808803,0
158.4925002980232,92.76086372282784,2
398.8214975661475,341.41473465342114,2
471.11222484046925,224.25458634866104,1
184.5243235487654,367.5968178909683,0
217.270336853128,178.14075427237825,2
417.0267960129109,196.24132524329028,1
164.03605573904534,360.7268817116441,0
564.6697882473844,279.0663372937802,1
118.18512296873844,94.36484248061294,2
205.67199355142705,215.7731222452421,2
623.7092372255887,360.3170856800877,1
411.4484895024439,157.41648488760933,1
286.47504320354244,421.22991401832,0
240.43343254257465,405.6477538398696,0
109.64612385631976,136.8600325096335,2
239.58816228175192,192.3488156294559,2
391.4077278637521,176.49320888640742,1
56.609070644661145,259.68005759573,0
299.97521002564633,269.92637531010905,2
94.0593847072999,53.58664437013046,2
412.0046981532609,145.49752540346367,1
335.27171021585406,337.9478427217891,2
510.8990406431862,247.50798885771,1
127.03591147895584,312.7890990810581,0
86.97566339066931,261.85375168546454,0
608.7651600746834,342.0547742388875,1
237.81420967690684,391.32187523748615,0
104.7911839222434,103.02259201480724,2
140.03950574992936,336.0070320742879,0
213.7754054073624,208.8376769899827,2
619.8669266284592,336.3701070612871,1
159.84499307084985,316.7780692425061,0
225.7717156885056,383.9688654091427,0
