x,y,color
323.85737686503296,225.4281020944708,0
146.97842518646002,257.28754182396915,0
261.3747704068741,253.6244679983413,0
157.37286536897,162.12702765493276,0
118.67897618145008,188.8881460177411,0
337.9212113207972,211.2464691361552,0
294.22625570144515,224.83849336493444,0
207.88842647320485,203.96187973368544,0
213.88791937550883,107.24393751725113,0
315.48634871476867,232.7098240917262,0
205.26118557944068,198.00540050844253,0
140.46177566708863,251.1270332272516,0
172.44007724247064,156.18498758783468,0
284.78223578092513,228.46643488159208,0
167.04944441507735,162.2993794859999,0
285.70412550385413,246.5839472928246,0
283.9960801211748,133.94696180503357,0
325.2735723392985,223.23737216903183,0
188.54331274892084,102.253453077168,0
158.4714038391476,173.9876400279203,0
298.6909050470924,189.84076619758423,0
256.71167441911086,185.75606575233303,0
140.5605881489506,143.18944753636788,0
328.46043613946944,233.09350851623284,0
175.85105165436957,232.228573592282,0
195.37561901869407,195.98987015396827,0
226.7902632294364,260.24663968061725,0
242.44060458395072,218.7530475744401,0
297.4714311587652,151.92318039367552,0
328.2794448139946,229.0088932042381,0
254.20925926434697,281.8363483949087,0
319.15844861277395,240.2927782587092,0
308.402872348232,257.93014043770734,0
269.0378684243236,287.1906190355312,0
185.30033911454592,287.5604301128896,0
324.0337902148553,240.25787295848,0
238.9394660370756,216.0870067347482,0
329.35897409912894,243.50032298847745,0
136.62534116093016,156.31953273709948,0
175.73467691212252,285.0763321102576,0
209.8926506247425,108.83479037679923,0
136.82478583534643,152.8670282927593,0
249.24865529741223,258.029246796869,0
282.1776161059564,236.83128497141652,0
172.18201464598846,241.0111159626647,0
320.9537600662188,255.8178506078517,0
145.68992936511302,273.16934361046344,0
285.01734428477994,143.9628742159908,0
163.19947059389364,279.39922475552044,0
190.309009226512,290.2528777059508,0
232.87893709282616,146.25050912994072,0
174.27684058640693,163.7009887602071,0
172.55826127297593,288.56070607153885,0
293.75372051508765,224.7230526165616,0
193.07789386637785,284.519208412445,0
262.5222142548768,158.2379396669975,0
158.35489569736183,281.9953394574507,0
328.6329159640735,195.0726111448049,0
133.62870552012112,219.9451450034815,0
303.9226532321185,194.32652647462888,0
246.42312252193463,147.126303841256,0
285.0307687317098,231.16614895682608,0
237.36253510905792,107.10590813234946,0
299.62522564344823,181.1342166883108,0
329.446527090201,214.4086291087289,0
214.7603993781055,111.00316954163203,0
216.1106033971108,190.9168254049285,0
265.6126104923231,188.32296598203888,0
182.99788092925667,241.03660243815528,0
198.4811351084575,137.34386773024588,0
217.79573184676173,183.3714282648821,0
254.1131957678276,251.21496110833093,0
292.5132719346319,230.3978994408923,0
301.4453687377288,175.4601418844067,0
231.21593491141465,253.567289686429,0
223.22706758928604,296.3624319643117,0
330.31825319426315,227.1367150329656,0
176.6672262370387,291.0194472539119,0
291.0739192062002,201.86904317420772,0
256.5394316388607,245.6137739782911,0
204.7639448873505,135.65402038161417,0
159.53203213150698,259.7287214273407,0
291.11470256523523,236.5508470092612,0
143.81563077802014,122.24000079097254,0
127.34911665227612,181.45087557332363,0
299.75995781058583,209.8155637788496,0
195.2306447107908,200.9243750812305,0
116.1761248937881,194.0802270263963,0
129.3013191665735,225.5709134355681,0
156.49970047142057,263.26654433399347,0
129.53536701460683,150.80572862056655,0
165.44565030291707,236.01124618805136,0
134.3103429249699,213.5948043117252,0
140.64325288602456,247.8298954509138,0
139.23683163451807,149.35941120040678,0
190.81877423461856,151.07951543293393,0
257.1488302170961,165.80709477791893,0
261.78078417442066,182.8452515876965,0
256.4402167372441,200.3165702355116,0
240.41666642113185,223.46845883158736,0
273.56899301800763,280.99952474235306,0
261.71212826149684,160.08023420360007,0
343.22459281978433,207.7805996487895,0
257.8896783525623,215.58731052473067,0
224.24604265912072,299.2648543475785,0
133.84327632550637,227.59901247655185,0
182.6554752237679,248.43146750510724,0
280.41483876967027,285.7525994428841,0
